payment_id,invoice_id,customer_id,date,amount
PAY000194,INV000171,CUST0131,2022-01-19,26828.11
PAY000269,INV000236,CUST0034,2022-01-19,33299.92
PAY000160,INV000142,CUST0087,2022-01-19,36610.92
PAY000248,INV000215,CUST0222,2022-01-19,21179.5
PAY000221,INV000192,CUST0173,2022-01-19,43738.17
PAY000164,INV000146,CUST0093,2022-01-19,20400.37
PAY000249,INV000216,CUST0223,2022-01-19,43107.5
PAY000256,INV000222,CUST0009,2022-01-19,27212.92
PAY000240,INV000210,CUST0211,2022-01-19,14600.43
PAY000204,INV000179,CUST0147,2022-01-19,36408.01
PAY000230,INV000201,CUST0193,2022-01-19,29445.61
PAY000276,INV000243,CUST0042,2022-01-19,51961.7
PAY000197,INV000174,CUST0134,2022-01-19,39637.4
PAY000114,INV000098,CUST0203,2022-01-19,16651.94
PAY000098,INV000085,CUST0171,2022-01-19,16665.47
PAY000095,INV000082,CUST0168,2022-01-19,38583.69
PAY000058,INV000049,CUST0095,2022-01-19,42492.72
PAY000036,INV000030,CUST0058,2022-01-19,24970.2
PAY000318,INV000280,CUST0137,2022-01-19,31553.83
PAY000133,INV000117,CUST0029,2022-01-19,25576.82
PAY000137,INV000120,CUST0033,2022-01-19,47399.96
PAY000044,INV000037,CUST0072,2022-01-19,38870.49
PAY000140,INV000123,CUST0040,2022-01-19,38270.41
PAY000337,INV000297,CUST0169,2022-01-20,34096.1
PAY000112,INV000097,CUST0202,2022-01-20,35415.05
PAY000042,INV000035,CUST0069,2022-01-20,13686.89
PAY000321,INV000282,CUST0142,2022-01-20,60906.97
PAY000264,INV000231,CUST0026,2022-01-20,42475.28
PAY000169,INV000149,CUST0099,2022-01-20,45982.41
PAY000232,INV000203,CUST0195,2022-01-20,45681.94
PAY000277,INV000244,CUST0043,2022-01-20,34217.13
PAY000155,INV000137,CUST0079,2022-01-20,36069.23
PAY000002,INV000002,CUST0002,2022-01-20,23510.27
PAY000156,INV000138,CUST0080,2022-01-20,52135.43
PAY000158,INV000140,CUST0085,2022-01-20,33659.42
PAY000139,INV000122,CUST0035,2022-01-21,23584.34
PAY000111,INV000096,CUST0201,2022-01-21,28887.74
PAY000033,INV000028,CUST0054,2022-01-21,13157.3
PAY000020,INV000016,CUST0022,2022-01-21,32032.91
PAY000300,INV000265,CUST0093,2022-01-21,41545.49
PAY000126,INV000110,CUST0016,2022-01-21,46251.66
PAY000268,INV000235,CUST0033,2022-01-21,39765.67
PAY000148,INV000131,CUST0067,2022-01-21,25264.7
PAY000292,INV000257,CUST0071,2022-01-21,47456.19
PAY000075,INV000064,CUST0119,2022-01-21,32136.43
PAY000163,INV000145,CUST0092,2022-01-21,44414.06
PAY000285,INV000251,CUST0058,2022-01-21,37688.39
PAY000150,INV000132,CUST0069,2022-01-21,37038.2
PAY000202,INV000177,CUST0145,2022-01-21,42334.21
PAY000208,INV000182,CUST0157,2022-01-21,35851.7
PAY000348,INV000307,CUST0187,2022-01-22,50546.98
PAY000347,INV000306,CUST0186,2022-01-22,20945.74
PAY000237,INV000207,CUST0204,2022-01-22,20782.02
PAY000109,INV000095,CUST0192,2022-01-22,13577.86
PAY000306,INV000271,CUST0106,2022-01-22,40095.68
PAY000258,INV000224,CUST0013,2022-01-22,32231.17
PAY000047,INV000039,CUST0077,2022-01-22,9275.43
PAY000357,INV000315,CUST0206,2022-01-22,43580.83
PAY000365,INV000321,CUST0220,2022-01-22,43166.66
PAY000260,INV000227,CUST0020,2022-01-22,48571.71
PAY000010,INV000009,CUST0011,2022-01-22,14753.57
PAY000170,INV000150,CUST0100,2022-01-22,45530.69
PAY000168,INV000148,CUST0097,2022-01-22,15516.8
PAY000281,INV000248,CUST0052,2022-01-22,39598.53
PAY000267,INV000234,CUST0032,2022-01-22,33122.02
PAY000254,INV000220,CUST0007,2022-01-22,54384.51
PAY000019,INV000015,CUST0019,2022-01-22,14525.87
PAY000349,INV000308,CUST0188,2022-01-23,49371.74
PAY000367,INV000323,CUST0223,2022-01-23,37052.3
PAY000226,INV000197,CUST0186,2022-01-23,35870.99
PAY000228,INV000199,CUST0190,2022-01-23,23119.99
PAY000070,INV000061,CUST0113,2022-01-23,29426.51
PAY000345,INV000305,CUST0185,2022-01-23,14867.73
PAY000323,INV000284,CUST0145,2022-01-23,50134.39
PAY000316,INV000278,CUST0130,2022-01-23,38682.39
PAY000157,INV000139,CUST0083,2022-01-23,42404.98
PAY000250,INV000217,CUST0003,2022-01-23,40448.56
PAY000188,INV000166,CUST0121,2022-01-23,29055.04
PAY000205,INV000180,CUST0152,2022-01-23,10562.42
PAY000283,INV000250,CUST0056,2022-01-23,34999.29
PAY000288,INV000254,CUST0065,2022-01-23,43888.82
PAY000279,INV000246,CUST0046,2022-01-24,48942.38
PAY000265,INV000232,CUST0027,2022-01-24,29359.44
PAY000231,INV000202,CUST0194,2022-01-24,24789.72
PAY000296,INV000261,CUST0079,2022-01-24,33208.05
PAY000311,INV000275,CUST0121,2022-01-24,17267.29
PAY000313,INV000276,CUST0122,2022-01-24,27138.81
PAY000352,INV000311,CUST0195,2022-01-24,26514.48
PAY000293,INV000258,CUST0073,2022-01-24,32731.38
PAY000275,INV000242,CUST0040,2022-01-24,39314.91
PAY000247,INV000214,CUST0218,2022-01-24,14484.46
PAY000121,INV000105,CUST0005,2022-01-24,15961.51
PAY000219,INV000190,CUST0170,2022-01-24,10742.11
PAY000153,INV000135,CUST0075,2022-01-24,30084.89
PAY000175,INV000154,CUST0106,2022-01-24,10428.85
PAY000144,INV000127,CUST0056,2022-01-24,44421.08
PAY000182,INV000161,CUST0113,2022-01-24,15522.27
PAY000191,INV000168,CUST0127,2022-01-24,23229.96
PAY000080,INV000069,CUST0136,2022-01-24,32225.33
PAY000442,INV000394,CUST0157,2022-01-25,32443.98
PAY000143,INV000126,CUST0055,2022-01-25,37245.73
PAY000176,INV000155,CUST0107,2022-01-25,15949.76
PAY000131,INV000115,CUST0027,2022-01-25,27790.93
PAY000127,INV000111,CUST0018,2022-01-25,14922.59
PAY000305,INV000270,CUST0105,2022-01-25,51748.55
PAY000317,INV000279,CUST0134,2022-01-25,44285.2
PAY000271,INV000238,CUST0036,2022-01-25,41821.93
PAY000216,INV000188,CUST0168,2022-01-25,37302.79
PAY000427,INV000380,CUST0129,2022-01-25,39592.8
PAY000362,INV000319,CUST0214,2022-01-25,53132.91
PAY000368,INV000324,CUST0225,2022-01-25,44658.86
PAY000009,INV000008,CUST0010,2022-01-25,25030.25
PAY000245,INV000213,CUST0214,2022-01-25,26529.84
PAY000339,INV000299,CUST0172,2022-01-25,42824.55
PAY000327,INV000288,CUST0152,2022-01-26,21151.6
PAY000354,INV000312,CUST0200,2022-01-26,32408.98
PAY000280,INV000247,CUST0049,2022-01-26,27801.95
PAY000344,INV000304,CUST0183,2022-01-26,44378.6
PAY000340,INV000300,CUST0173,2022-01-26,36216.47
PAY000282,INV000249,CUST0053,2022-01-26,41318.98
PAY000134,INV000117,CUST0029,2022-01-26,22712.92
PAY000366,INV000322,CUST0221,2022-01-26,20851.89
PAY000298,INV000263,CUST0087,2022-01-26,33731.39
PAY000122,INV000106,CUST0008,2022-01-26,17963.33
PAY000329,INV000290,CUST0154,2022-01-26,36266.96
PAY000273,INV000240,CUST0038,2022-01-26,72445.55
PAY000307,INV000272,CUST0111,2022-01-26,41612.57
PAY000093,INV000080,CUST0164,2022-01-26,31743.92
PAY000287,INV000253,CUST0064,2022-01-26,35746.67
PAY000330,INV000291,CUST0158,2022-01-26,38655.91
PAY000360,INV000318,CUST0212,2022-01-26,5468.66
PAY000241,INV000210,CUST0211,2022-01-26,14467.11
PAY000253,INV000219,CUST0006,2022-01-26,37147.15
PAY000165,INV000146,CUST0093,2022-01-26,18902.18
PAY000262,INV000229,CUST0023,2022-01-26,45284.98
PAY000235,INV000206,CUST0202,2022-01-26,55854.59
PAY000295,INV000260,CUST0077,2022-01-27,20513.18
PAY000304,INV000269,CUST0100,2022-01-27,50743.98
PAY000301,INV000266,CUST0094,2022-01-27,44056.21
PAY000410,INV000364,CUST0102,2022-01-27,42013.92
PAY000409,INV000363,CUST0099,2022-01-27,52589.29
PAY000456,INV000408,CUST0184,2022-01-27,34373.73
PAY000294,INV000259,CUST0075,2022-01-27,37236.06
PAY000309,INV000274,CUST0117,2022-01-27,12356.78
PAY000421,INV000375,CUST0120,2022-01-27,28248.58
PAY000341,INV000301,CUST0178,2022-01-27,13101.01
PAY000113,INV000097,CUST0202,2022-01-27,20561.32
PAY000350,INV000309,CUST0192,2022-01-27,21742.78
PAY000351,INV000310,CUST0193,2022-01-27,32920.21
PAY000272,INV000239,CUST0037,2022-01-27,15328.98
PAY000161,INV000143,CUST0088,2022-01-27,22670.44
PAY000355,INV000313,CUST0202,2022-01-27,58427.15
PAY000266,INV000233,CUST0028,2022-01-28,35454.34
PAY000308,INV000273,CUST0114,2022-01-28,29250.12
PAY000326,INV000287,CUST0151,2022-01-28,30249.21
PAY000302,INV000267,CUST0095,2022-01-28,60123.4
PAY000400,INV000354,CUST0087,2022-01-28,39703.01
PAY000394,INV000348,CUST0067,2022-01-28,46786.81
PAY000149,INV000131,CUST0067,2022-01-28,19238.72
PAY000420,INV000374,CUST0119,2022-01-28,25533.2
PAY000210,INV000184,CUST0159,2022-01-28,8557.84
PAY000395,INV000349,CUST0071,2022-01-28,53251.57
PAY000356,INV000314,CUST0203,2022-01-28,15941.77
PAY000335,INV000295,CUST0166,2022-01-29,41349.18
PAY000458,INV000410,CUST0186,2022-01-29,38722.92
PAY000463,INV000415,CUST0199,2022-01-29,44931.1
PAY000462,INV000414,CUST0198,2022-01-29,31131.5
PAY000227,INV000198,CUST0189,2022-01-29,8754.93
PAY000332,INV000293,CUST0161,2022-01-29,17652.45
PAY000423,INV000377,CUST0123,2022-01-29,11857.93
PAY000374,INV000329,CUST0020,2022-01-29,47971.31
PAY000011,INV000009,CUST0011,2022-01-29,7815.97
PAY000477,INV000427,CUST0227,2022-01-29,44846.46
PAY000393,INV000347,CUST0064,2022-01-29,44466.53
PAY000303,INV000268,CUST0096,2022-01-29,38431.56
PAY000257,INV000223,CUST0012,2022-01-29,16805.41
PAY000135,INV000118,CUST0031,2022-01-29,20559.72
PAY000412,INV000366,CUST0108,2022-01-29,59014.93
PAY000389,INV000343,CUST0052,2022-01-30,35799.79
PAY000206,INV000180,CUST0152,2022-01-30,12879.19
PAY000390,INV000344,CUST0053,2022-01-30,38987.56
PAY000346,INV000305,CUST0185,2022-01-30,31238.45
PAY000284,INV000250,CUST0056,2022-01-30,17008.76
PAY000037,INV000031,CUST0060,2022-01-30,59452.78
PAY000417,INV000371,CUST0116,2022-01-30,32952.7
PAY000325,INV000286,CUST0149,2022-01-30,33348.31
PAY000396,INV000350,CUST0075,2022-01-30,40179.35
PAY000414,INV000368,CUST0111,2022-01-30,40339.85
PAY000375,INV000330,CUST0021,2022-01-30,9198.37
PAY000465,INV000417,CUST0206,2022-01-30,48363.43
PAY000405,INV000359,CUST0093,2022-01-30,34271.67
PAY000198,INV000175,CUST0143,2022-01-30,21580.48
PAY000441,INV000393,CUST0154,2022-01-30,33414.54
PAY000446,INV000399,CUST0170,2022-01-30,23151.73
PAY000358,INV000316,CUST0207,2022-01-30,25567.83
PAY000373,INV000328,CUST0015,2022-01-30,30630.53
PAY000459,INV000411,CUST0188,2022-01-31,51730.68
PAY000045,INV000038,CUST0074,2022-01-31,8016.38
PAY000438,INV000390,CUST0147,2022-01-31,35935.65
PAY000439,INV000391,CUST0152,2022-01-31,23197.91
PAY000073,INV000063,CUST0118,2022-01-31,10394.49
PAY000422,INV000376,CUST0121,2022-01-31,27577.17
PAY000353,INV000311,CUST0195,2022-01-31,19057.52
PAY000312,INV000275,CUST0121,2022-01-31,10929.54
PAY000447,INV000400,CUST0173,2022-01-31,40196.23
PAY000445,INV000398,CUST0169,2022-01-31,32023.54
PAY000413,INV000367,CUST0110,2022-01-31,53454.39
PAY000387,INV000341,CUST0047,2022-01-31,42687.01
PAY000251,INV000218,CUST0004,2022-01-31,17429.84
PAY000331,INV000292,CUST0160,2022-01-31,37067.41
PAY000369,INV000325,CUST0003,2022-01-31,40372.55
PAY000183,INV000161,CUST0113,2022-01-31,14623.71
PAY000328,INV000289,CUST0153,2022-01-31,22421.59
PAY000319,INV000281,CUST0140,2022-01-31,27844.65
PAY000380,INV000334,CUST0036,2022-02-01,16763.13
PAY000399,INV000353,CUST0085,2022-02-01,40507.85
PAY000408,INV000362,CUST0098,2022-02-01,42612.08
PAY000411,INV000365,CUST0105,2022-02-01,59661.37
PAY000418,INV000372,CUST0117,2022-02-01,34116.78
PAY000388,INV000342,CUST0048,2022-02-01,33518.17
PAY000377,INV000331,CUST0022,2022-02-01,15797.78
PAY000406,INV000360,CUST0094,2022-02-01,42531.98
PAY000430,INV000383,CUST0134,2022-02-01,44059.52
PAY000128,INV000111,CUST0018,2022-02-01,17146.89
PAY000590,INV000531,CUST0213,2022-02-01,35268.72
PAY000461,INV000413,CUST0195,2022-02-01,43188.68
PAY000336,INV000296,CUST0167,2022-02-01,29705.4
PAY000457,INV000409,CUST0185,2022-02-01,45325.18
PAY000485,INV000434,CUST0016,2022-02-01,22486.79
PAY000200,INV000176,CUST0144,2022-02-01,7761.38
PAY000476,INV000426,CUST0224,2022-02-01,23622.19
PAY000195,INV000172,CUST0132,2022-02-01,10550.18
PAY000081,INV000070,CUST0138,2022-02-01,9255.01
PAY000474,INV000425,CUST0223,2022-02-02,24370.46
PAY000471,INV000422,CUST0217,2022-02-02,57262.55
PAY000278,INV000245,CUST0044,2022-02-02,27695.98
PAY000506,INV000451,CUST0053,2022-02-02,46834.1
PAY000385,INV000338,CUST0041,2022-02-02,61977.06
PAY000593,INV000534,CUST0217,2022-02-02,49119.03
PAY000489,INV000437,CUST0023,2022-02-02,45436.8
PAY000425,INV000378,CUST0126,2022-02-02,36935.36
PAY000428,INV000381,CUST0130,2022-02-02,42322.9
PAY000435,INV000387,CUST0140,2022-02-02,37250.67
PAY000314,INV000277,CUST0125,2022-02-02,31690.24
PAY000361,INV000318,CUST0212,2022-02-02,12716.6
PAY000454,INV000406,CUST0182,2022-02-02,38552.21
PAY000450,INV000403,CUST0177,2022-02-02,45583.32
PAY000523,INV000466,CUST0087,2022-02-02,31069.09
PAY000152,INV000134,CUST0074,2022-02-03,8318.16
PAY000261,INV000228,CUST0022,2022-02-03,32786.74
PAY000263,INV000230,CUST0024,2022-02-03,41320.64
PAY000159,INV000141,CUST0086,2022-02-03,11188.2
PAY000402,INV000356,CUST0089,2022-02-03,51219.0
PAY000514,INV000458,CUST0069,2022-02-03,40288.58
PAY000559,INV000500,CUST0149,2022-02-03,34822.96
PAY000466,INV000418,CUST0207,2022-02-03,15009.88
PAY000378,INV000332,CUST0026,2022-02-03,39483.7
PAY000519,INV000462,CUST0073,2022-02-03,34605.41
PAY000379,INV000333,CUST0029,2022-02-03,44947.16
PAY000464,INV000416,CUST0205,2022-02-03,62830.02
PAY000527,INV000470,CUST0092,2022-02-03,19576.64
PAY000426,INV000379,CUST0127,2022-02-03,40667.49
PAY000576,INV000519,CUST0187,2022-02-03,46408.79
PAY000297,INV000262,CUST0082,2022-02-03,26847.33
PAY000310,INV000274,CUST0117,2022-02-03,23905.32
PAY000449,INV000402,CUST0175,2022-02-03,33800.88
PAY000541,INV000482,CUST0112,2022-02-03,40597.49
PAY000255,INV000221,CUST0008,2022-02-03,17554.77
PAY000455,INV000407,CUST0183,2022-02-04,49251.41
PAY000322,INV000283,CUST0144,2022-02-04,14641.73
PAY000211,INV000184,CUST0159,2022-02-04,13883.98
PAY000539,INV000480,CUST0108,2022-02-04,71818.26
PAY000571,INV000512,CUST0172,2022-02-04,46236.79
PAY000363,INV000320,CUST0219,2022-02-04,8994.58
PAY000500,INV000447,CUST0043,2022-02-04,38421.3
PAY000415,INV000369,CUST0112,2022-02-04,30866.79
PAY000067,INV000058,CUST0107,2022-02-04,17036.87
PAY000196,INV000173,CUST0133,2022-02-04,12854.21
PAY000510,INV000454,CUST0057,2022-02-04,30772.91
PAY000577,INV000520,CUST0188,2022-02-04,57353.44
PAY000587,INV000528,CUST0206,2022-02-04,51271.42
PAY000548,INV000489,CUST0130,2022-02-04,47685.52
PAY000092,INV000079,CUST0162,2022-02-04,10081.81
PAY000299,INV000264,CUST0088,2022-02-04,19000.85
PAY000533,INV000475,CUST0100,2022-02-05,26432.79
PAY000480,INV000430,CUST0008,2022-02-05,17631.38
PAY000470,INV000421,CUST0213,2022-02-05,30842.21
PAY000537,INV000478,CUST0105,2022-02-05,60034.39
PAY000529,INV000471,CUST0093,2022-02-05,45043.26
PAY000468,INV000419,CUST0208,2022-02-05,41465.79
PAY000504,INV000450,CUST0052,2022-02-05,15645.87
PAY000448,INV000401,CUST0174,2022-02-05,50960.26
PAY000493,INV000441,CUST0032,2022-02-05,26674.7
PAY000014,INV000012,CUST0014,2022-02-05,11560.87
PAY000424,INV000377,CUST0123,2022-02-05,17747.18
PAY000583,INV000525,CUST0198,2022-02-05,20595.11
PAY000333,INV000293,CUST0161,2022-02-05,10624.23
PAY000338,INV000298,CUST0171,2022-02-05,15108.69
PAY000600,INV000541,CUST0225,2022-02-05,45816.31
PAY000386,INV000339,CUST0044,2022-02-05,23123.11
PAY000494,INV000442,CUST0033,2022-02-05,44860.13
PAY000154,INV000136,CUST0076,2022-02-05,6293.56
PAY000513,INV000457,CUST0066,2022-02-06,33955.23
PAY000453,INV000405,CUST0179,2022-02-06,4408.9
PAY000538,INV000479,CUST0106,2022-02-06,41040.98
PAY000043,INV000036,CUST0070,2022-02-06,69882.24
PAY000343,INV000303,CUST0180,2022-02-06,14116.85
PAY000274,INV000241,CUST0039,2022-02-06,13869.77
PAY000561,INV000502,CUST0155,2022-02-06,42029.33
PAY000601,INV000542,CUST0228,2022-02-06,64832.67
PAY000376,INV000330,CUST0021,2022-02-06,10585.81
PAY000544,INV000485,CUST0120,2022-02-06,40386.83
PAY000416,INV000370,CUST0114,2022-02-06,24540.89
PAY000542,INV000483,CUST0117,2022-02-06,39903.43
PAY000495,INV000443,CUST0034,2022-02-06,29918.4
PAY000557,INV000498,CUST0145,2022-02-06,53940.46
PAY000403,INV000357,CUST0090,2022-02-06,35211.06
PAY000469,INV000420,CUST0209,2022-02-06,42464.22
PAY000594,INV000535,CUST0218,2022-02-06,37145.2
PAY000398,INV000352,CUST0082,2022-02-06,28208.71
PAY000199,INV000175,CUST0143,2022-02-06,16677.02
PAY000483,INV000433,CUST0013,2022-02-06,15018.44
PAY000384,INV000337,CUST0040,2022-02-06,43542.71
PAY000591,INV000532,CUST0214,2022-02-06,49427.28
PAY000270,INV000237,CUST0035,2022-02-07,13672.44
PAY000491,INV000439,CUST0029,2022-02-07,40135.26
PAY000518,INV000461,CUST0072,2022-02-07,37045.65
PAY000586,INV000527,CUST0205,2022-02-07,69854.22
PAY000585,INV000526,CUST0201,2022-02-07,59581.64
PAY000521,INV000464,CUST0082,2022-02-07,30735.99
PAY000252,INV000218,CUST0004,2022-02-07,8648.29
PAY000074,INV000063,CUST0118,2022-02-07,8392.92
PAY000552,INV000494,CUST0140,2022-02-07,46219.48
PAY000440,INV000392,CUST0153,2022-02-07,23967.81
PAY000401,INV000355,CUST0088,2022-02-07,20373.19
PAY000550,INV000491,CUST0134,2022-02-07,46841.32
PAY000451,INV000404,CUST0178,2022-02-07,11374.04
PAY000525,INV000468,CUST0090,2022-02-07,35555.35
PAY000370,INV000326,CUST0008,2022-02-07,6685.64
PAY000224,INV000195,CUST0180,2022-02-07,12535.86
PAY000320,INV000281,CUST0140,2022-02-07,13736.09
PAY000701,INV000633,CUST0182,2022-02-07,37411.19
PAY000574,INV000517,CUST0184,2022-02-08,34494.66
